data_Publisher,data_doi,data_Title,data_Authors,relation_type_id,publication_doi,publication_type,publication_title,publication_authors,publication_date,citation_event_source,PubCitationStr,data_doi_url,publication_doi_url,publicationYear
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.2139/ssrn.4035070,journal-article,"First evidence of (paleo)pockmarks in the Bass Strait, offshore SE Australia: a forced regression modulated shallow plumbing system","['Yakufu Niyazi', 'Ovie Emmanuel Eruteya', 'Aihemaiti Maitituerdi', 'Mark Warne', 'Daniel Ierodiaconou']",2021-01-01,Scholix,"Niyazi, Y., Eruteya, O.E., Maitituerdi, A., Warne, M. & Ierodiaconou, D. (2021) First evidence of (paleo)pockmarks in the Bass Strait, offshore SE Australia: a forced regression modulated shallow plumbing system. SSRN Electronic Journal. https://doi.org/10.2139/ssrn.4035070
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.2139/ssrn.4035070,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.1080/1064119x.2022.2152511,journal-article,Numerical modelling of the seismic response of gentle slopes in Southeastern Brazil,"['Cristian Yair Soriano Camelo', 'Maria Cascão Ferreira de Almeida', 'Marcio de Souza Soares de Almeida', 'Gopal S. P. Madabhushi', 'Brian Carlton']",2022-12-05,Scholix,"Soriano Camelo, C.Y., de Almeida, M.C.F., de Almeida, M. de S.S., Madabhushi, G.S.P. & Carlton, B. (2022) Numerical modelling of the seismic response of gentle slopes in Southeastern Brazil. Marine Georesources &amp; Geotechnology 42, 127–140. https://doi.org/10.1080/1064119x.2022.2152511
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1080/1064119x.2022.2152511,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.21203/rs.3.rs-2137101/v1,posted-content,Ocean Gravity Wave Split from the Meteotsunami at the Japan Trench Following the 2022 Tonga Volcanic Eruption,"['Tung-Cheng Ho', 'Nobuhito Mori', 'Masumi Yamada']",2022-10-18,Scholix,"Ho, T.-C., Mori, N. & Yamada, M. (2022) Ocean Gravity Wave Split from the Meteotsunami at the Japan Trench Following the 2022 Tonga Volcanic Eruption. https://doi.org/10.21203/rs.3.rs-2137101/v1
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.21203/rs.3.rs-2137101/v1,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.1029/2022ms003207,journal-article,Global Barotropic Tide Modeling Using Inline Self‐Attraction and Loading in MPAS‐Ocean,"['Kristin N. Barton', 'Nairita Pal', 'Steven R. Brus', 'Mark R. Petersen', 'Brian K. Arbic', 'Darren Engwirda', 'Andrew F. Roberts', 'Joannes J. Westerink', 'Damrongsak Wirasaet', 'Michael Schindelegger']",2022-11-01,Scholix,"Barton, K.N., Pal, N., Brus, S.R., Petersen, M.R., Arbic, B.K., Engwirda, D., Roberts, A.F., Westerink, J.J., Wirasaet, D. & Schindelegger, M. (2022) Global Barotropic Tide Modeling Using Inline Self‐Attraction and Loading in MPAS‐Ocean. Journal of Advances in Modeling Earth Systems 14. https://doi.org/10.1029/2022ms003207
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1029/2022ms003207,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.1029/2022jc019434,journal-article,"Multiple Abyssal Jets Flowing Into the Vema Deep, Romanche Fracture Zone","[['D. I.', 'Frey'], ['V. A.', 'Krechik'], ['L. D.', 'Bashirova'], ['S. A.', 'Ostroumova'], ['D. A.', 'Smirnova'], ['L. A.', 'Kuleshova'], ['E. P.', 'Ponomarenko'], ['E. G.', 'Morozov'], ['M.', 'Ligi'], ['I. Yu.', 'Dudkov'], ['V. V.', 'Sivkov']]",2023-01-17,CrossRef,"Frey, D.I., Krechik, V.A., Bashirova, L.D., et al. (2023) Multiple Abyssal Jets Flowing Into the Vema Deep, Romanche Fracture Zone. Journal of Geophysical Research: Oceans 128. https://doi.org/10.1029/2022jc019434
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1029/2022jc019434,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.3389/fmars.2023.1155761,journal-article,Planktonic foraminiferal assemblages reflect warming during two recent mid-latitude marine heatwaves,"[['M. Kelsey', 'Lane'], ['Jennifer S.', 'Fehrenbacher'], ['Jennifer L.', 'Fisher'], ['Melanie R.', 'Fewings'], ['Byron C.', 'Crump'], ['Craig M.', 'Risien'], ['Grace M. L.', 'Meyer'], ['Faith', 'Schell']]",2023-03-27,CrossRef,"Lane, M.K., Fehrenbacher, J.S., Fisher, J.L., Fewings, M.R., Crump, B.C., Risien, C.M., Meyer, G.M.L. & Schell, F. (2023) Planktonic foraminiferal assemblages reflect warming during two recent mid-latitude marine heatwaves. Frontiers in Marine Science 10. https://doi.org/10.3389/fmars.2023.1155761
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.3389/fmars.2023.1155761,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.4995/ia.2023.18700,journal-article,"Modelación numérica de la trayectoria del sargazo pelágico utilizando ecuaciones Brownianas con aplicación a las aguas de la Península de Yucatán, México","[['José María', 'Aguilera-Méndez'], ['Carlos', 'Juárez-Toledo'], ['José Luis', 'Tapia-Fabela'], ['Irma', 'Martínez-Carrillo'], ['Raúl Vladimir', 'Hernández-Grajales']]",2023-01-31,CrossRef,"Aguilera-Méndez, J.M., Juárez-Toledo, C., Tapia-Fabela, J.L., Martínez-Carrillo, I. & Hernández-Grajales, R.V. (2023) Modelación numérica de la trayectoria del sargazo pelágico utilizando ecuaciones Brownianas con aplicación a las aguas de la Península de Yucatán, México. Ingeniería del Agua 27, 45–58. https://doi.org/10.4995/ia.2023.18700
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.4995/ia.2023.18700,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.1186/s40645-023-00578-8,journal-article,The nature of the Pacific plate as subduction inputs to the northeastern Japan arc and its implication for subduction zone processes,"[['Gou', 'Fujie'], ['Shuichi', 'Kodaira'], ['Koichiro', 'Obana'], ['Yojiro', 'Yamamoto'], ['Takehi', 'Isse'], ['Tomoaki', 'Yamada'], ['Tetsuo', 'No'], ['Yasuyuki', 'Nakamura'], ['Seiichi', 'Miura']]",2023-08-22,CrossRef,"Fujie, G., Kodaira, S., Obana, K., Yamamoto, Y., Isse, T., Yamada, T., No, T., Nakamura, Y. & Miura, S. (2023) The nature of the Pacific plate as subduction inputs to the northeastern Japan arc and its implication for subduction zone processes. Progress in Earth and Planetary Science 10. https://doi.org/10.1186/s40645-023-00578-8
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1186/s40645-023-00578-8,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.1016/j.dib.2024.110171,journal-article,"Hydrographic shipboard profile data collected within Olympic coast national marine sanctuary, 2005–2023","[['Craig M.', 'Risien'], ['Kathryn R.', 'Hough'], ['Jeannette', 'Waddell'], ['Melanie R.', 'Fewings'], ['Brandy T.', 'Cervantes']]",2024-02-07,CrossRef,"Risien, C.M., Hough, K.R., Waddell, J., Fewings, M.R. & Cervantes, B.T. (2024) Hydrographic shipboard profile data collected within Olympic coast national marine sanctuary, 2005–2023. Data in Brief 53, 110171. https://doi.org/10.1016/j.dib.2024.110171
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1016/j.dib.2024.110171,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.21203/rs.3.rs-2660883/v1,posted-content,Factors driving dispersal and habitat use of loggerhead sea turtle post-hatchlings and its conservational implications,"[['Sara Abalo', 'Morla'], ['Rafael', 'Muñoz'], ['Jesús', 'Tomás'], ['Eduardo J.', 'Belda']]",2023-03-30,CrossRef,"Morla, S.A., Muñoz, R., Tomás, J. & Belda, E.J. (2023) Factors driving dispersal and habitat use of loggerhead sea turtle post-hatchlings and its conservational implications. https://doi.org/10.21203/rs.3.rs-2660883/v1
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.21203/rs.3.rs-2660883/v1,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.1002/aqc.3906,journal-article,"A vessel collision report for Bryde's whales (<scp><i>Balaenoptera brydei</i></scp>) off the northern coast of São Paulo, Brazil","[['Aline', 'Athayde'], ['Júlio', 'Cardoso'], ['Arlaine', 'Francisco'], ['Salvatore', 'Siciliano']]",2022-12-29,CrossRef,"Athayde, A., Cardoso, J., Francisco, A. & Siciliano, S. (2022) A vessel collision report for Bryde’s whales (<scp>Balaenoptera brydei</scp>) off the northern coast of São Paulo, Brazil. Aquatic Conservation: Marine and Freshwater Ecosystems 33, 226–230. https://doi.org/10.1002/aqc.3906
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1002/aqc.3906,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.5194/os-19-57-2023,journal-article,River effects on sea-level rise in the Río de la Plata estuary during the past century,"[['Christopher G.', 'Piecuch']]",2023-01-18,CrossRef,"Piecuch, C.G. (2023) River effects on sea-level rise in the Río de la Plata estuary during the past century. Ocean Science 19, 57–75. https://doi.org/10.5194/os-19-57-2023
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.5194/os-19-57-2023,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.1594/pangaea.961168,Dataset,Info not given,Info not given,Info not given,CrossRef,"Hay, C., Henry, L.-A., Roberts, J.M. & Stevenson, A. (2024) Spatial layers examining whether a Particularly Sensitive Sea Area can be justified in Bermuda to aid in cetacean conservation. https://doi.org/10.1594/PANGAEA.961168
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1594/pangaea.961168,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.1002/lno.12354,journal-article,Visual predation risk and spatial distributions of large Arctic copepods along gradients of sea ice and bottom depth,"[['Tom J.', 'Langbehn'], ['Johanna M.', 'Aarflot'], ['Jennifer J.', 'Freer'], ['Øystein', 'Varpe']]",2023-04-20,CrossRef,"Langbehn, T.J., Aarflot, J.M., Freer, J.J. & Varpe, Ø. (2023) Visual predation risk and spatial distributions of large Arctic copepods along gradients of sea ice and bottom depth. Limnology and Oceanography 68, 1388–1405. https://doi.org/10.1002/lno.12354
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1002/lno.12354,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.1175/jcli-d-22-0194.1,journal-article,The Deep Arctic Ocean and Fram Strait in CMIP6 Models,"[['Céline', 'Heuzé'], ['Hannah', 'Zanowski'], ['Salar', 'Karam'], ['Morven', 'Muilwijk']]",2023-01-04,CrossRef,"Heuzé, C., Zanowski, H., Karam, S. & Muilwijk, M. (2023) The Deep Arctic Ocean and Fram Strait in CMIP6 Models. Journal of Climate 36, 2551–2584. https://doi.org/10.1175/jcli-d-22-0194.1
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1175/jcli-d-22-0194.1,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.1101/2022.11.15.516596,posted-content,Nitrogen cycling activities during decreased stratification in the coastal oxygen minimum zone off Namibia,"[['Aurèle', 'Vuillemin']]",2022-11-16,CrossRef,"Vuillemin, A. (2022) Nitrogen cycling activities during decreased stratification in the coastal oxygen minimum zone off Namibia. https://doi.org/10.1101/2022.11.15.516596
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1101/2022.11.15.516596,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.5194/os-19-1453-2023,journal-article,Technical note: Determining Arctic Ocean halocline and cold halostad depths based on vertical stability,"[['Enrico P.', 'Metzner'], ['Marc', 'Salzmann']]",2023-10-18,CrossRef,"Metzner, E.P. & Salzmann, M. (2023) Technical note: Determining Arctic Ocean halocline and cold halostad depths based on vertical stability. Ocean Science 19, 1453–1464. https://doi.org/10.5194/os-19-1453-2023
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.5194/os-19-1453-2023,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.1785/0120230107,journal-article,"Stress State and Earthquake Triggering on the Outer Rise of the Southern Vanuatu Subduction Zone, Southern New Caledonia","[['Shao-Jinn', 'Chin'], ['Rupert', 'Sutherland'], ['Martha K.', 'Savage'], ['Julien', 'Collot'], ['Olivier', 'Monge'], ['John', 'Townend']]",2023-10-02,CrossRef,"Chin, S.-J., Sutherland, R., Savage, M.K., Collot, J., Monge, O. & Townend, J. (2023) Stress State and Earthquake Triggering on the Outer Rise of the Southern Vanuatu Subduction Zone, Southern New Caledonia. Bulletin of the Seismological Society of America 114, 794–805. https://doi.org/10.1785/0120230107
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1785/0120230107,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.1029/2022jb025458,journal-article,Lithospheric Structure of the Red Sea Based on 3D Density Modeling: A Contrasting Rift Architecture,"[['Ran', 'Issachar'], ['Ángela María', 'Gómez‐García'], ['Jörg', 'Ebbing']]",2023-05-05,CrossRef,"Issachar, R., Gómez‐García, Á.M. & Ebbing, J. (2023) Lithospheric Structure of the Red Sea Based on 3D Density Modeling: A Contrasting Rift Architecture. Journal of Geophysical Research: Solid Earth 128. https://doi.org/10.1029/2022jb025458
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1029/2022jb025458,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.5194/gmd-16-211-2023,journal-article,Moana Ocean Hindcast – a  &gt; 25-year simulation for New Zealand waters using the Regional Ocean Modeling System (ROMS) v3.9 model,"[['Joao Marcos', 'Azevedo Correia de Souza'], ['Sutara H.', 'Suanda'], ['Phellipe P.', 'Couto'], ['Robert O.', 'Smith'], ['Colette', 'Kerry'], ['Moninya', 'Roughan']]",2023-01-09,CrossRef,"Azevedo Correia de Souza, J.M., Suanda, S.H., Couto, P.P., Smith, R.O., Kerry, C. & Roughan, M. (2023) Moana Ocean Hindcast – a  &gt; 25-year simulation for New Zealand waters using the Regional Ocean Modeling System (ROMS) v3.9 model. Geoscientific Model Development 16, 211–231. https://doi.org/10.5194/gmd-16-211-2023
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.5194/gmd-16-211-2023,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.1016/j.jseaes.2024.106102,journal-article,Intraplate stress distribution within the Indian Plate: Insights from finite element modelling,"[['Akhil', 'Mishra'], ['Radheshyam', 'Yadav'], ['Virendra Mani', 'Tiwari']]",2024-03-11,CrossRef,"Mishra, A., Yadav, R. & Tiwari, V.M. (2024) Intraplate stress distribution within the Indian Plate: Insights from finite element modelling. Journal of Asian Earth Sciences 265, 106102. https://doi.org/10.1016/j.jseaes.2024.106102
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1016/j.jseaes.2024.106102,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.1007/s00024-024-03429-9,journal-article,The Anomalous 2012–13 Boreal Winter Oceanic Excitation of Earth’s Polar Motion,"[['Arya', 'Paul'], ['M.', 'Afroosa'], ['B.', 'Rohith'], ['M.', 'Schindelegger'], ['Fabien', 'Durand'], ['Romain', 'Bourdallé-Badie'], ['S. S. C.', 'Shenoi']]",2024-02-06,CrossRef,"Paul, A., Afroosa, M., Rohith, B., Schindelegger, M., Durand, F., Bourdallé-Badie, R. & Shenoi, S.S.C. (2024) The Anomalous 2012–13 Boreal Winter Oceanic Excitation of Earth’s Polar Motion. Pure and Applied Geophysics 181, 433–449. https://doi.org/10.1007/s00024-024-03429-9
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1007/s00024-024-03429-9,
