data_Publisher,data_doi,data_Title,data_Authors,relation_type_id,publication_doi,publication_type,publication_title,publication_authors,publication_date,citation_event_source,PubCitationStr,data_doi_url,publication_doi_url,publicationYear
Centre for Environmental Data Analysis (CEDA),10.5285/48316483-edfe-4009-9898-da41bf3023bd,HiTemp: High Density Temperature measurements within the Urban Birmingham Conurbation.,"['Warren, E. L.', 'Chapman, L.', 'Muller, C. T.', 'Young, D. T.', 'Cai, X.-M.', 'Grimmond, C. S. B.']",references,10.1038/sdata.2016.38,journal-article,"The Birmingham Urban Climate Laboratory—A high density, urban meteorological dataset, from 2012–2014","[['Elliott L.', 'Warren'], ['Duick T.', 'Young'], ['Lee', 'Chapman'], ['Catherine', 'Muller'], ['C.S.B.', 'Grimmond'], ['Xiao-Ming', 'Cai']]",2016-06-06,CrossRef,"Warren, E.L., Young, D.T., Chapman, L., Muller, C., Grimmond, C.S.B. & Cai, X.-M. (2016) The Birmingham Urban Climate Laboratory—A high density, urban meteorological dataset, from 2012–2014. Scientific Data 3. https://doi.org/10.1038/sdata.2016.38
",doi.org/10.5285/48316483-edfe-4009-9898-da41bf3023bd,doi.org/10.1038/sdata.2016.38,
Polar Data Centre (PDC),10.5285/d74b142c-7981-4a6a-9321-cf904a5668e6,"Continuous Subdaily Meteorological Records at Signy Station, the South Orkney Islands 1947 - 1994","['Colwell, Steve', 'Lu, Hua']",references,10.1002/joc.8302,journal-article,"Temperature variation in the South Orkney Islands, maritime Antarctic","[['Hua', 'Lu'], ['Steve', 'Cowell'], ['John', 'King'], ['Andrew', 'Orr'], ['Tony', 'Phillips'], ['Emilia', 'Dobb'], ['Jonathan', 'Xue'], ['Sabina', 'Kucieba'], ['Guy', 'Phillips'], ['Gareth', 'Marshall']]",2023-11-10,CrossRef,"Lu, H., Cowell, S., King, J., Orr, A., Phillips, T., Dobb, E., Xue, J., Kucieba, S., Phillips, G. & Marshall, G. (2023) Temperature variation in the South Orkney Islands, maritime Antarctic. International Journal of Climatology 43, 7987–8004. https://doi.org/10.1002/joc.8302
",doi.org/10.5285/d74b142c-7981-4a6a-9321-cf904a5668e6,doi.org/10.1002/joc.8302,
National Geoscience Data Centre (NGDC),10.5285/cdbca137-0bb3-4281-b872-399a4df8e946,"Hidden Crisis Project, Survey 2 dataset: hand pump borehole diagnostic tests in Ethiopia, Uganda and Malawi",['UPGro'],references,10.1016/j.worlddev.2020.105286,journal-article,Flesh and bones: Working with the grain to improve community management of water,"[['Luke', 'Whaley'], ['Frances', 'Cleaver'], ['Evance', 'Mwathunga']]",2020-11-18,CrossRef,"Whaley, L., Cleaver, F. & Mwathunga, E. (2021) Flesh and bones: Working with the grain to improve community management of water. World Development 138, 105286. https://doi.org/10.1016/j.worlddev.2020.105286
",doi.org/10.5285/cdbca137-0bb3-4281-b872-399a4df8e946,doi.org/10.1016/j.worlddev.2020.105286,
Environmental Information Data Centre (EIDC),10.5285/d6a3588b-23a8-4715-88e9-e21ab0060727,"Land Cover Map 1990 (vector, N. Ireland)","['Rowland, C.S.', 'Marston, C.G.', 'Morton, R.D.', 'O’Neil, A.W.']",references,10.5194/essd-15-4631-2023,journal-article,LCM2021 – the UK Land Cover Map 2021,"[['Christopher G.', 'Marston'], ['Aneurin W.', ""O'Neil""], ['R. Daniel', 'Morton'], ['Claire M.', 'Wood'], ['Clare S.', 'Rowland']]",2023-10-19,CrossRef,"Marston, C.G., O’Neil, A.W., Morton, R.D., Wood, C.M. & Rowland, C.S. (2023) LCM2021 – the UK Land Cover Map 2021. Earth System Science Data 15, 4631–4649. https://doi.org/10.5194/essd-15-4631-2023
",doi.org/10.5285/d6a3588b-23a8-4715-88e9-e21ab0060727,doi.org/10.5194/essd-15-4631-2023,
Environmental Information Data Centre (EIDC),10.5285/60764028-adeb-4316-987a-14b3b21a8f9a,"Land Cover Map 2015 (vector, N. Ireland)","['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",references,10.5194/essd-15-4631-2023,journal-article,LCM2021 – the UK Land Cover Map 2021,"[['Christopher G.', 'Marston'], ['Aneurin W.', ""O'Neil""], ['R. Daniel', 'Morton'], ['Claire M.', 'Wood'], ['Clare S.', 'Rowland']]",2023-10-19,CrossRef,"Marston, C.G., O’Neil, A.W., Morton, R.D., Wood, C.M. & Rowland, C.S. (2023) LCM2021 – the UK Land Cover Map 2021. Earth System Science Data 15, 4631–4649. https://doi.org/10.5194/essd-15-4631-2023
",doi.org/10.5285/60764028-adeb-4316-987a-14b3b21a8f9a,doi.org/10.5194/essd-15-4631-2023,
Centre for Environmental Data Analysis (CEDA),10.5285/602f11d9a2034dae9d0a7356f9aeaf45,The Disdrometer Verification Network (DiVeN): particle diameter and fall velocity measurements from a network of Thies Laser Precipitation Monitors around the UK (2017-2019),"['Natural Environment Research Council (NERC)', 'Met Office', 'Pickering, Ben S', 'Neely III, Ryan R.', 'Harrison, Dawn']",references,10.3390/en14071959,journal-article,Rain Erosion Load and Its Effect on Leading-Edge Lifetime and Potential of Erosion-Safe Mode at Wind Turbines in the North Sea and Baltic Sea,"[['Charlotte Bay', 'Hasager'], ['Flemming', 'Vejen'], ['Witold Robert', 'Skrzypiński'], ['Anna-Maria', 'Tilg']]",2021-04-02,CrossRef,"Hasager, C.B., Vejen, F., Skrzypiński, W.R. & Tilg, A.-M. (2021) Rain Erosion Load and Its Effect on Leading-Edge Lifetime and Potential of Erosion-Safe Mode at Wind Turbines in the North Sea and Baltic Sea. Energies 14, 1959. https://doi.org/10.3390/en14071959
",doi.org/10.5285/602f11d9a2034dae9d0a7356f9aeaf45,doi.org/10.3390/en14071959,
Centre for Environmental Data Analysis (CEDA),10.5285/602f11d9a2034dae9d0a7356f9aeaf45,The Disdrometer Verification Network (DiVeN): particle diameter and fall velocity measurements from a network of Thies Laser Precipitation Monitors around the UK (2017-2019),"['Natural Environment Research Council (NERC)', 'Met Office', 'Pickering, Ben S', 'Neely III, Ryan R.', 'Harrison, Dawn']",is-part-of,10.5194/amt-12-5845-2019,journal-article,The Disdrometer Verification Network (DiVeN): a UK network of laser precipitation instruments,"[['Ben S.', 'Pickering'], ['Ryan R.', 'Neely III'], ['Dawn', 'Harrison']]",2019-11-08,CrossRef,"Pickering, B.S., Neely III, R.R. & Harrison, D. (2019) The Disdrometer Verification Network (DiVeN): a UK network of laser precipitation instruments. Atmospheric Measurement Techniques 12, 5845–5861. https://doi.org/10.5194/amt-12-5845-2019
",doi.org/10.5285/602f11d9a2034dae9d0a7356f9aeaf45,doi.org/10.5194/amt-12-5845-2019,
Centre for Environmental Data Analysis (CEDA),10.5285/602f11d9a2034dae9d0a7356f9aeaf45,The Disdrometer Verification Network (DiVeN): particle diameter and fall velocity measurements from a network of Thies Laser Precipitation Monitors around the UK (2017-2019),"['Natural Environment Research Council (NERC)', 'Met Office', 'Pickering, Ben S', 'Neely III, Ryan R.', 'Harrison, Dawn']",references,10.5194/amt-15-503-2022,journal-article,Calibration of radar differential reflectivity  using quasi-vertical profiles,"[['Daniel', 'Sanchez-Rivas'], ['Miguel A.', 'Rico-Ramirez']]",2022-01-31,CrossRef,"Sanchez-Rivas, D. & Rico-Ramirez, M.A. (2022) Calibration of radar differential reflectivity  using quasi-vertical profiles. Atmospheric Measurement Techniques 15, 503–520. https://doi.org/10.5194/amt-15-503-2022
",doi.org/10.5285/602f11d9a2034dae9d0a7356f9aeaf45,doi.org/10.5194/amt-15-503-2022,
Environmental Information Data Centre (EIDC),10.5285/0dd10858-7b96-41f1-8db5-e7b4c4168af5,"Hampshire Avon: Daily discharge, stage and water chemistry data from four tributaries (Sem, Nadder, West Avon, Ebble)","['Heppell, C.M.', 'Binley, A.']",references,10.1002/lom3.10281,journal-article,Headwater gas exchange quantified from O<sub>2</sub> mass balances at the reach scale,"[['L.', 'Rovelli'], ['K. M.', 'Attard'], ['C. M.', 'Heppell'], ['A.', 'Binley'], ['M.', 'Trimmer'], ['R. N.', 'Glud']]",2018-09-28,CrossRef,"Rovelli, L., Attard, K.M., Heppell, C.M., Binley, A., Trimmer, M. & Glud, R.N. (2018) Headwater gas exchange quantified from O2 mass balances at the reach scale. Limnology and Oceanography: Methods 16, 696–709. https://doi.org/10.1002/lom3.10281
",doi.org/10.5285/0dd10858-7b96-41f1-8db5-e7b4c4168af5,doi.org/10.1002/lom3.10281,2016
Environmental Information Data Centre (EIDC),10.5285/0dd10858-7b96-41f1-8db5-e7b4c4168af5,"Hampshire Avon: Daily discharge, stage and water chemistry data from four tributaries (Sem, Nadder, West Avon, Ebble)","['Heppell, C.M.', 'Binley, A.']",references,10.1002/lno.10619,journal-article,Reach‐scale river metabolism across contrasting sub‐catchment geologies: Effect of light and hydrology,"[['Lorenzo', 'Rovelli'], ['Karl M.', 'Attard'], ['Andrew', 'Binley'], ['Catherine M.', 'Heppell'], ['Henrik', 'Stahl'], ['Mark', 'Trimmer'], ['Ronnie N.', 'Glud']]",2017-07-05,CrossRef,"Rovelli, L., Attard, K.M., Binley, A., Heppell, C.M., Stahl, H., Trimmer, M. & Glud, R.N. (2017) Reach‐scale river metabolism across contrasting sub‐catchment geologies: Effect of light and hydrology. Limnology and Oceanography 62. https://doi.org/10.1002/lno.10619
",doi.org/10.5285/0dd10858-7b96-41f1-8db5-e7b4c4168af5,doi.org/10.1002/lno.10619,2016
Environmental Information Data Centre (EIDC),10.5285/0dd10858-7b96-41f1-8db5-e7b4c4168af5,"Hampshire Avon: Daily discharge, stage and water chemistry data from four tributaries (Sem, Nadder, West Avon, Ebble)","['Heppell, C.M.', 'Binley, A.']",references,10.5194/hess-21-4785-2017,journal-article,"Hydrological controls on DOC  :  nitrate resource stoichiometry in a lowland, agricultural catchment, southern UK","[['Catherine M.', 'Heppell'], ['Andrew', 'Binley'], ['Mark', 'Trimmer'], ['Tegan', 'Darch'], ['Ashley', 'Jones'], ['Ed', 'Malone'], ['Adrian L.', 'Collins'], ['Penny J.', 'Johnes'], ['Jim E.', 'Freer'], ['Charlotte E. M.', 'Lloyd']]",2017-09-27,CrossRef,"Heppell, C.M., Binley, A., Trimmer, M., Darch, T., Jones, A., Malone, E., Collins, A.L., Johnes, P.J., Freer, J.E. & Lloyd, C.E.M. (2017) Hydrological controls on DOC  :  nitrate resource stoichiometry in a lowland, agricultural catchment, southern UK. Hydrology and Earth System Sciences 21, 4785–4802. https://doi.org/10.5194/hess-21-4785-2017
",doi.org/10.5285/0dd10858-7b96-41f1-8db5-e7b4c4168af5,doi.org/10.5194/hess-21-4785-2017,2016
Environmental Information Data Centre (EIDC),10.5285/0dd10858-7b96-41f1-8db5-e7b4c4168af5,"Hampshire Avon: Daily discharge, stage and water chemistry data from four tributaries (Sem, Nadder, West Avon, Ebble)","['Heppell, C.M.', 'Binley, A.']",is-referenced-by,10.1029/2021jg006328,journal-article,Contrasting Biophysical Controls on Carbon Dioxide and Methane Outgassing From Streams,"[['L.', 'Rovelli'], ['L. A.', 'Olde'], ['C. M.', 'Heppell'], ['A.', 'Binley'], ['G.', 'Yvon‐Durocher'], ['R. N.', 'Glud'], ['M.', 'Trimmer']]",2021-12-19,DataCite,"Rovelli, L., Olde, L.A., Heppell, C.M., Binley, A., Yvon‐Durocher, G., Glud, R.N. & Trimmer, M. (2021) Contrasting Biophysical Controls on Carbon Dioxide and Methane Outgassing From Streams. Journal of Geophysical Research: Biogeosciences 127. https://doi.org/10.1029/2021jg006328
",doi.org/10.5285/0dd10858-7b96-41f1-8db5-e7b4c4168af5,doi.org/10.1029/2021jg006328,2016
Environmental Information Data Centre (EIDC),10.5285/0dd10858-7b96-41f1-8db5-e7b4c4168af5,"Hampshire Avon: Daily discharge, stage and water chemistry data from four tributaries (Sem, Nadder, West Avon, Ebble)","['Heppell, C.M.', 'Binley, A.']",is-referenced-by,10.5194/bg-17-305-2020,journal-article,Oxygen dynamics and evaluation of the single-station diel oxygen model across contrasting geologies,"[['Simon J.', 'Parker']]",2020-01-20,DataCite,"Parker, S.J. (2020) Oxygen dynamics and evaluation of the single-station diel oxygen model across contrasting geologies. Biogeosciences 17, 305–315. https://doi.org/10.5194/bg-17-305-2020
",doi.org/10.5285/0dd10858-7b96-41f1-8db5-e7b4c4168af5,doi.org/10.5194/bg-17-305-2020,2016
Environmental Information Data Centre (EIDC),10.5285/0dd10858-7b96-41f1-8db5-e7b4c4168af5,"Hampshire Avon: Daily discharge, stage and water chemistry data from four tributaries (Sem, Nadder, West Avon, Ebble)","['Heppell, C.M.', 'Binley, A.']",is-referenced-by,10.1016/10.5194/hess-21-4785-2017,Info not given,Info not given,Info not given,Info not given,DataCite,DOI not found,doi.org/10.5285/0dd10858-7b96-41f1-8db5-e7b4c4168af5,doi.org/10.1016/10.5194/hess-21-4785-2017,2016
Environmental Information Data Centre (EIDC),10.5285/0dd10858-7b96-41f1-8db5-e7b4c4168af5,"Hampshire Avon: Daily discharge, stage and water chemistry data from four tributaries (Sem, Nadder, West Avon, Ebble)","['Heppell, C.M.', 'Binley, A.']",is-referenced-by,10.1016/10.1002/lno.10619,Info not given,Info not given,Info not given,Info not given,DataCite,DOI not found,doi.org/10.5285/0dd10858-7b96-41f1-8db5-e7b4c4168af5,doi.org/10.1016/10.1002/lno.10619,2016
Environmental Information Data Centre (EIDC),10.5285/304a7a40-1388-49f5-b3ac-709129406399,"Land Cover Map 1990 (vector, GB)","['Rowland, C.S.', 'Marston, C.G.', 'Morton, R.D.', 'O’Neil, A.W.']",references,10.5194/essd-15-4631-2023,journal-article,LCM2021 – the UK Land Cover Map 2021,"[['Christopher G.', 'Marston'], ['Aneurin W.', ""O'Neil""], ['R. Daniel', 'Morton'], ['Claire M.', 'Wood'], ['Clare S.', 'Rowland']]",2023-10-19,CrossRef,"Marston, C.G., O’Neil, A.W., Morton, R.D., Wood, C.M. & Rowland, C.S. (2023) LCM2021 – the UK Land Cover Map 2021. Earth System Science Data 15, 4631–4649. https://doi.org/10.5194/essd-15-4631-2023
",doi.org/10.5285/304a7a40-1388-49f5-b3ac-709129406399,doi.org/10.5194/essd-15-4631-2023,
National Geoscience Data Centre (NGDC),10.5285/2a7ed1a6-4749-457b-86a3-e876d849338d,"Daily handpump accelerometer data and borehole water level data, Kwale County, Kenya","['Greeff, Heloise', 'Manandhar, Achut', 'Thomson, Patrick']",references,10.1016/j.hydroa.2020.100057,journal-article,Shallow aquifer monitoring using handpump vibration data,"[['Achut', 'Manandhar'], ['Heloise', 'Greeff'], ['Patrick', 'Thomson'], ['Rob', 'Hope'], ['David A.', 'Clifton']]",2020-06-07,CrossRef,"Manandhar, A., Greeff, H., Thomson, P., Hope, R. & Clifton, D.A. (2020) Shallow aquifer monitoring using handpump vibration data. Journal of Hydrology X 8, 100057. https://doi.org/10.1016/j.hydroa.2020.100057
",doi.org/10.5285/2a7ed1a6-4749-457b-86a3-e876d849338d,doi.org/10.1016/j.hydroa.2020.100057,
Centre for Environmental Data Analysis (CEDA),10.5285/6c441aea187b44819b9e929e575b0d7e,"MIDAS Open: UK hourly weather observation data, v201908",['Met Office'],references,10.1016/j.buildenv.2021.108468,journal-article,"The role of hygrothermal modelling for different housing typologies by estimating indoor relative humidity, energy usage and anticipation of fuel poverty","[['Kanisius', 'Karyono'], ['Abbie', 'Romano'], ['Badr M.', 'Abdullah'], ['Jeff', 'Cullen'], ['Ana', 'Bras']]",2021-10-27,CrossRef,"Karyono, K., Romano, A., Abdullah, B.M., Cullen, J. & Bras, A. (2022) The role of hygrothermal modelling for different housing typologies by estimating indoor relative humidity, energy usage and anticipation of fuel poverty. Building and Environment 207, 108468. https://doi.org/10.1016/j.buildenv.2021.108468
",doi.org/10.5285/6c441aea187b44819b9e929e575b0d7e,doi.org/10.1016/j.buildenv.2021.108468,
Centre for Environmental Data Analysis (CEDA),10.5285/6c441aea187b44819b9e929e575b0d7e,"MIDAS Open: UK hourly weather observation data, v201908",['Met Office'],references,10.1111/gcb.15616,journal-article,Foul‐weather friends: Modelling thermal stress mitigation by symbiotic endolithic microbes in a changing environment,"[['Gerardo I.', 'Zardi'], ['Jonathan R.', 'Monsinjon'], ['Christopher D.', 'McQuaid'], ['Laurent', 'Seuront'], ['Mauricio', 'Orostica'], ['Andrew', 'Want'], ['Louise B.', 'Firth'], ['Katy R.', 'Nicastro']]",2021-03-26,CrossRef,"Zardi, G.I., Monsinjon, J.R., McQuaid, C.D., Seuront, L., Orostica, M., Want, A., Firth, L.B. & Nicastro, K.R. (2021) Foul‐weather friends: Modelling thermal stress mitigation by symbiotic endolithic microbes in a changing environment. Global Change Biology 27, 2549–2560. https://doi.org/10.1111/gcb.15616
",doi.org/10.5285/6c441aea187b44819b9e929e575b0d7e,doi.org/10.1111/gcb.15616,
Centre for Environmental Data Analysis (CEDA),10.5285/a58b9c8a724e4ec795a40a74455462b7,"MIDAS Open: UK hourly rainfall data, v201908",['Met Office'],references,10.5194/hess-27-331-2023,journal-article,Intercomparison of global reanalysis  precipitation for flood risk modelling,"[['Fergus', 'McClean'], ['Richard', 'Dawson'], ['Chris', 'Kilsby']]",2023-01-18,CrossRef,"McClean, F., Dawson, R. & Kilsby, C. (2023) Intercomparison of global reanalysis  precipitation for flood risk modelling. Hydrology and Earth System Sciences 27, 331–347. https://doi.org/10.5194/hess-27-331-2023
",doi.org/10.5285/a58b9c8a724e4ec795a40a74455462b7,doi.org/10.5194/hess-27-331-2023,
Centre for Environmental Data Analysis (CEDA),10.5285/a58b9c8a724e4ec795a40a74455462b7,"MIDAS Open: UK hourly rainfall data, v201908",['Met Office'],references,10.1111/gcb.15616,journal-article,Foul‐weather friends: Modelling thermal stress mitigation by symbiotic endolithic microbes in a changing environment,"[['Gerardo I.', 'Zardi'], ['Jonathan R.', 'Monsinjon'], ['Christopher D.', 'McQuaid'], ['Laurent', 'Seuront'], ['Mauricio', 'Orostica'], ['Andrew', 'Want'], ['Louise B.', 'Firth'], ['Katy R.', 'Nicastro']]",2021-03-26,CrossRef,"Zardi, G.I., Monsinjon, J.R., McQuaid, C.D., Seuront, L., Orostica, M., Want, A., Firth, L.B. & Nicastro, K.R. (2021) Foul‐weather friends: Modelling thermal stress mitigation by symbiotic endolithic microbes in a changing environment. Global Change Biology 27, 2549–2560. https://doi.org/10.1111/gcb.15616
",doi.org/10.5285/a58b9c8a724e4ec795a40a74455462b7,doi.org/10.1111/gcb.15616,
Centre for Environmental Data Analysis (CEDA),10.5285/d6bbe115245042dc93ee68caa253d60b,"MIDAS Open: UK hourly solar radiation data, v201908",['Met Office'],references,10.1111/gcb.15616,journal-article,Foul‐weather friends: Modelling thermal stress mitigation by symbiotic endolithic microbes in a changing environment,"[['Gerardo I.', 'Zardi'], ['Jonathan R.', 'Monsinjon'], ['Christopher D.', 'McQuaid'], ['Laurent', 'Seuront'], ['Mauricio', 'Orostica'], ['Andrew', 'Want'], ['Louise B.', 'Firth'], ['Katy R.', 'Nicastro']]",2021-03-26,CrossRef,"Zardi, G.I., Monsinjon, J.R., McQuaid, C.D., Seuront, L., Orostica, M., Want, A., Firth, L.B. & Nicastro, K.R. (2021) Foul‐weather friends: Modelling thermal stress mitigation by symbiotic endolithic microbes in a changing environment. Global Change Biology 27, 2549–2560. https://doi.org/10.1111/gcb.15616
",doi.org/10.5285/d6bbe115245042dc93ee68caa253d60b,doi.org/10.1111/gcb.15616,
Environmental Information Data Centre (EIDC),10.5285/d3498e93-4ac5-4eab-bc1a-eb2328771d24,Antibiotic resistance genes found in soils across the entire Scottish landscape (2007-10),"['Knapp, C.W.', 'Graham, D.W.', 'Freitag, T.', 'Pagaling, E.', 'Hough, R.', 'Avery, L.', 'Zhu, Y.-G.', 'Su, J.', 'Zhou, X.Y.']",references,10.3389/fvets.2021.755833,journal-article,High Prevalence and Factors Associated With the Distribution of the Integron intI1 and intI2 Genes in Scottish Cattle Herds,"[['Cristina', 'Fernández Rivas'], ['Thibaud', 'Porphyre'], ['Margo E.', 'Chase-Topping'], ['Charles W.', 'Knapp'], ['Helen', 'Williamson'], ['Olivier', 'Barraud'], ['Sue C.', 'Tongue'], ['Nuno', 'Silva'], ['Carol', 'Currie'], ['Derek T.', 'Elsby'], ['Deborah V.', 'Hoyle']]",2021-10-29,CrossRef,"Fernández Rivas, C., Porphyre, T., Chase-Topping, M.E., et al. (2021) High Prevalence and Factors Associated With the Distribution of the Integron intI1 and intI2 Genes in Scottish Cattle Herds. Frontiers in Veterinary Science 8. https://doi.org/10.3389/fvets.2021.755833
",doi.org/10.5285/d3498e93-4ac5-4eab-bc1a-eb2328771d24,doi.org/10.3389/fvets.2021.755833,2019
National Geoscience Data Centre (NGDC),10.5285/D9C6923B-A339-48F7-B1CF-5C9BBB664EF5,Digital Geological Map Data of Great Britain - 625k (DiGMapGB-625),['British Geological Survey '],references,10.1016/j.catena.2021.105541,journal-article,The scope for a system-based approach to determine fine sediment targets for chalk streams,"[['Beth', 'Mondon'], ['David A.', 'Sear'], ['Adrian L.', 'Collins'], ['Peter J.', 'Shaw'], ['Tim', 'Sykes']]",2021-06-23,CrossRef,"Mondon, B., Sear, D.A., Collins, A.L., Shaw, P.J. & Sykes, T. (2021) The scope for a system-based approach to determine fine sediment targets for chalk streams. CATENA 206, 105541. https://doi.org/10.1016/j.catena.2021.105541
",doi.org/10.5285/D9C6923B-A339-48F7-B1CF-5C9BBB664EF5,doi.org/10.1016/j.catena.2021.105541,
Centre for Environmental Data Analysis (CEDA),10.5285/ef1627f523764eae8bbb6b81bf1f7a0a,"ESA Lakes Climate Change Initiative (Lakes_cci): Lake products, Version 1.1","['Crétaux, Jean-François', 'Merchant, Christopher J.', 'Duguay, Claude', 'Simis, Stefan', 'Calmettes, Beatriz', 'Bergé-Nguyen, Muriel', 'Wu, Yuhao', 'Zhang, Daoyuan', 'Carrea, Laura', 'Liu, Xiaohan', 'Selmes, Nick', 'Warren, Mark']",references,10.1016/j.jag.2021.102547,journal-article,Analysis of recurring patchiness in satellite-derived chlorophyll a to aid the selection of representative sites for lake water quality monitoring,"[['Moritz K', 'Lehmann'], ['Eike M', 'Schütt'], ['Martin', 'Hieronymi'], ['James', 'Dare'], ['Hajo', 'Krasemann']]",2021-09-22,CrossRef,"Lehmann, M.K., Schütt, E.M., Hieronymi, M., Dare, J. & Krasemann, H. (2021) Analysis of recurring patchiness in satellite-derived chlorophyll a to aid the selection of representative sites for lake water quality monitoring. International Journal of Applied Earth Observation and Geoinformation 104, 102547. https://doi.org/10.1016/j.jag.2021.102547
",doi.org/10.5285/ef1627f523764eae8bbb6b81bf1f7a0a,doi.org/10.1016/j.jag.2021.102547,
Centre for Environmental Data Analysis (CEDA),10.5285/ef1627f523764eae8bbb6b81bf1f7a0a,"ESA Lakes Climate Change Initiative (Lakes_cci): Lake products, Version 1.1","['Crétaux, Jean-François', 'Merchant, Christopher J.', 'Duguay, Claude', 'Simis, Stefan', 'Calmettes, Beatriz', 'Bergé-Nguyen, Muriel', 'Wu, Yuhao', 'Zhang, Daoyuan', 'Carrea, Laura', 'Liu, Xiaohan', 'Selmes, Nick', 'Warren, Mark']",references,10.3390/s21186242,journal-article,Detecting Climate Driven Changes in Chlorophyll-a Using High Frequency Monitoring: The Impact of the 2019 European Heatwave in Three Contrasting Aquatic Systems,"[['Gary', 'Free'], ['Mariano', 'Bresciani'], ['Monica', 'Pinardi'], ['Claudia', 'Giardino'], ['Krista', 'Alikas'], ['Kersti', 'Kangro'], ['Eva-Ingrid', 'Rõõm'], ['Diana', 'Vaičiūtė'], ['Martynas', 'Bučas'], ['Edvinas', 'Tiškus'], ['Annelies', 'Hommersom'], ['Marnix', 'Laanen'], ['Steef', 'Peters']]",2021-09-22,CrossRef,"Free, G., Bresciani, M., Pinardi, M., et al. (2021) Detecting Climate Driven Changes in Chlorophyll-a Using High Frequency Monitoring: The Impact of the 2019 European Heatwave in Three Contrasting Aquatic Systems. Sensors 21, 6242. https://doi.org/10.3390/s21186242
",doi.org/10.5285/ef1627f523764eae8bbb6b81bf1f7a0a,doi.org/10.3390/s21186242,
Environmental Information Data Centre (EIDC),10.5285/6a408415-0575-49c6-af69-b568e343266d,"Microsatellite genotype data for five species of bumblebee across an agricultural landscape in Buckinghamshire, UK","['Dreier, S.', 'Redhead, J.W.', 'Warren, I.', 'Bourke, A.F.G.', 'Heard, M.S.', 'Jordan, W.C.', 'Sumner, S.', 'Wang, J.', 'Carvell, C.']",references,10.1038/nature21709,journal-article,Bumblebee family lineage survival is enhanced in high-quality landscapes,"[['Claire', 'Carvell'], ['Andrew F. G.', 'Bourke'], ['Stephanie', 'Dreier'], ['Stephen N.', 'Freeman'], ['Sarah', 'Hulmes'], ['William C.', 'Jordan'], ['John W.', 'Redhead'], ['Seirian', 'Sumner'], ['Jinliang', 'Wang'], ['Matthew S.', 'Heard']]",2017-03-14,CrossRef,"Carvell, C., Bourke, A.F.G., Dreier, S., Freeman, S.N., Hulmes, S., Jordan, W.C., Redhead, J.W., Sumner, S., Wang, J. & Heard, M.S. (2017) Bumblebee family lineage survival is enhanced in high-quality landscapes. Nature 543, 547–549. https://doi.org/10.1038/nature21709
",doi.org/10.5285/6a408415-0575-49c6-af69-b568e343266d,doi.org/10.1038/nature21709,2014
Environmental Information Data Centre (EIDC),10.5285/6a408415-0575-49c6-af69-b568e343266d,"Microsatellite genotype data for five species of bumblebee across an agricultural landscape in Buckinghamshire, UK","['Dreier, S.', 'Redhead, J.W.', 'Warren, I.', 'Bourke, A.F.G.', 'Heard, M.S.', 'Jordan, W.C.', 'Sumner, S.', 'Wang, J.', 'Carvell, C.']",is_supplement_to,10.5061/dryad.t76hdr7zv,Dataset,Info not given,Info not given,Info not given,CrossRef,"Brock, R.E., Crowther, L., Wright, D., Richardson, D., Carvell, C., Taylor, M. & Bourke, A. (2021) No severe genetic bottleneck in a rapidly range-expanding bumblebee pollinator. https://doi.org/10.5061/DRYAD.T76HDR7ZV
",doi.org/10.5285/6a408415-0575-49c6-af69-b568e343266d,doi.org/10.5061/dryad.t76hdr7zv,2014
Environmental Information Data Centre (EIDC),10.5285/6a408415-0575-49c6-af69-b568e343266d,"Microsatellite genotype data for five species of bumblebee across an agricultural landscape in Buckinghamshire, UK","['Dreier, S.', 'Redhead, J.W.', 'Warren, I.', 'Bourke, A.F.G.', 'Heard, M.S.', 'Jordan, W.C.', 'Sumner, S.', 'Wang, J.', 'Carvell, C.']",is-referenced-by,10.1890/15-0546,journal-article,Effects of habitat composition and landscape structure on worker foraging distances of five bumble bee species,"[['John W.', 'Redhead'], ['Stephanie', 'Dreier'], ['Andrew F. G.', 'Bourke'], ['Matthew S.', 'Heard'], ['William C.', 'Jordan'], ['Seirian', 'Sumner'], ['Jinliang', 'Wang'], ['Claire', 'Carvell']]",2016-05-06,DataCite,"Redhead, J.W., Dreier, S., Bourke, A.F.G., Heard, M.S., Jordan, W.C., Sumner, S., Wang, J. & Carvell, C. (2016) Effects of habitat composition and landscape structure on worker foraging distances of five bumble bee species. Ecological Applications 26, 726–739. https://doi.org/10.1890/15-0546
",doi.org/10.5285/6a408415-0575-49c6-af69-b568e343266d,doi.org/10.1890/15-0546,2014
