relationshipType,pubTitle,pubDate,pubID,datasetDOI,datasetTitle,datasetAuthors,datasetPublisher,pubAuthors_processed,PubType
IsRelatedTo,Model simulations of cooking organic aerosol (COA) over the UK using estimates of emissions based on measurements at two sites in London,2016-11-07,10.5194/acp-16-13773-2016,10.5285/61f10c74-8c2c-4637-a274-5fa9b2e5ce44,UK gridded population based on Census 2011 and Land Cover Map 2007,"['Reis, S.', 'Steinle, S.', 'Carnell, E.', 'Leaver, D.', 'Vieno, M.', 'Beck, R.', 'Dragosits, U.']",Environmental Information Data Centre (EIDC),[],journal-article
IsRelatedTo,Serological and molecular epidemiology of canine adenovirus type 1 in red foxes ( Vulpes vulpes ) in the United Kingdom,2016-10-31,10.1038/srep36051,10.5285/61f10c74-8c2c-4637-a274-5fa9b2e5ce44,UK gridded population based on Census 2011 and Land Cover Map 2007,"['Reis, S.', 'Steinle, S.', 'Carnell, E.', 'Leaver, D.', 'Vieno, M.', 'Beck, R.', 'Dragosits, U.']",Environmental Information Data Centre (EIDC),[],journal-article
IsRelatedTo,The view from above: the relevance of shared aerial drone videos for destination marketing,2021-05-19,10.4324/9781003176039-5,10.5285/61f10c74-8c2c-4637-a274-5fa9b2e5ce44,UK gridded population based on Census 2011 and Land Cover Map 2007,"['Reis, S.', 'Steinle, S.', 'Carnell, E.', 'Leaver, D.', 'Vieno, M.', 'Beck, R.', 'Dragosits, U.']",Environmental Information Data Centre (EIDC),"['Uglješa Stankov', 'James Kennell', 'Alastair M. Morrison', 'Miroslav D. Vujičić']",book-chapter
IsRelatedTo,Covariation in urban birds providing cultural services or disservices and people,2018-04-06,10.1111/1365-2664.13146,10.5285/61f10c74-8c2c-4637-a274-5fa9b2e5ce44,UK gridded population based on Census 2011 and Land Cover Map 2007,"['Reis, S.', 'Steinle, S.', 'Carnell, E.', 'Leaver, D.', 'Vieno, M.', 'Beck, R.', 'Dragosits, U.']",Environmental Information Data Centre (EIDC),[],journal-article
IsRelatedTo,Modelling carbonaceous aerosol from residential solid fuel burning with different assumptions for emissions,2018-04-04,10.5194/acp-18-4497-2018,10.5285/61f10c74-8c2c-4637-a274-5fa9b2e5ce44,UK gridded population based on Census 2011 and Land Cover Map 2007,"['Reis, S.', 'Steinle, S.', 'Carnell, E.', 'Leaver, D.', 'Vieno, M.', 'Beck, R.', 'Dragosits, U.']",Environmental Information Data Centre (EIDC),[],journal-article
IsRelatedTo,Serological and molecular epidemiology of canine adenovirus type 1 in red foxes (Vulpes vulpes) in the United Kingdom,2016-10-01,PMC5086850,10.5285/61f10c74-8c2c-4637-a274-5fa9b2e5ce44,UK gridded population based on Census 2011 and Land Cover Map 2007,"['Reis, S.', 'Steinle, S.', 'Carnell, E.', 'Leaver, D.', 'Vieno, M.', 'Beck, R.', 'Dragosits, U.']",Environmental Information Data Centre (EIDC),"['David Walker', 'Seán A. Fee', 'Gill Hartley', 'Jane Learmount', 'Maria J. H. O’Hagan', 'Anna L. Meredith', 'Barend M. de C. Bronsvoort', 'Thibaud Porphyre', 'Colin P. Sharp', 'Adrian W. Philbey']",not a doi
IsRelatedTo,Urban natural capital accounts: developing a novel approach to quantify air pollution removal by vegetation,2019-04-03,10.1080/21606544.2019.1597772,10.5285/61f10c74-8c2c-4637-a274-5fa9b2e5ce44,UK gridded population based on Census 2011 and Land Cover Map 2007,"['Reis, S.', 'Steinle, S.', 'Carnell, E.', 'Leaver, D.', 'Vieno, M.', 'Beck, R.', 'Dragosits, U.']",Environmental Information Data Centre (EIDC),"['I. Dickie', 'Philip Cryle', 'Claudia Steadman', 'Stefan Reis', 'Alice Fitch', 'Laurence Jones', 'E.J. Carnell', 'Massimo Vieno', 'Eiko Nemitz', 'Jane Hall', 'Michael Holland', 'Dan Morton', 'Gina Mills']",journal-article
IsRelatedTo,Modelling carbonaceous aerosol from residential solid fuel burning with different assumptions for emissions,2017-08-25,10.5194/acp-2017-568,10.5285/61f10c74-8c2c-4637-a274-5fa9b2e5ce44,UK gridded population based on Census 2011 and Land Cover Map 2007,"['Reis, S.', 'Steinle, S.', 'Carnell, E.', 'Leaver, D.', 'Vieno, M.', 'Beck, R.', 'Dragosits, U.']",Environmental Information Data Centre (EIDC),"['Riinu Ots', 'Mathew R. Heal', 'Dominique E. Young', 'Leah R. Williams', 'James D. Allan', 'Eiko Nemitz', 'Chiara Di Marco', 'Anais Detournay', 'Lu Xu', 'Nga L. Ng', 'Hugh Coe', 'Scott C. Herndon', 'Ian A. Mackenzie', 'David C. Green', 'Jeroen J. P. Kuenen', 'Stefan Reis', 'Massimo Vieno']",posted-content
IsRelatedTo,An Improved Density-Based Approach to Spatio-Textual Clustering on Social Media,2019-01-01,10.1109/access.2019.2896934,10.5285/61f10c74-8c2c-4637-a274-5fa9b2e5ce44,UK gridded population based on Census 2011 and Land Cover Map 2007,"['Reis, S.', 'Steinle, S.', 'Carnell, E.', 'Leaver, D.', 'Vieno, M.', 'Beck, R.', 'Dragosits, U.']",Environmental Information Data Centre (EIDC),"['Won-Yong Shin', 'Minh D. Nguyen']",journal-article
IsRelatedTo,A hybrid Budyko-type regression framework for estimating baseflow from climate and catchment attributes,2023-03-01,10.1016/j.jhydrol.2023.129118,10.5285/b745e7b1-626c-4ccc-ac27-56582e77b900,Climate hydrology and ecology research support system meteorology dataset for Great Britain (1961-2015) [CHESS-met] v1.2,"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Finch, J.', 'Rudd, A.C.']",Environmental Information Data Centre (EIDC),"['Shuai Chen', 'Xiaohong Ruan']",journal-article
IsRelatedTo,It’s the Weather: Quantifying the Impact of Weather on Retail Sales,2021-08-25,10.1007/s12061-021-09397-0,10.5285/b745e7b1-626c-4ccc-ac27-56582e77b900,Climate hydrology and ecology research support system meteorology dataset for Great Britain (1961-2015) [CHESS-met] v1.2,"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Finch, J.', 'Rudd, A.C.']",Environmental Information Data Centre (EIDC),"['Les Dolega', 'Natalie Rose']",journal-article
IsRelatedTo,Estimating the soil N 2 O emission intensity of croplands in northwest Europe,2019-04-18,10.5194/bg-16-1641-2019,10.5285/b745e7b1-626c-4ccc-ac27-56582e77b900,Climate hydrology and ecology research support system meteorology dataset for Great Britain (1961-2015) [CHESS-met] v1.2,"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Finch, J.', 'Rudd, A.C.']",Environmental Information Data Centre (EIDC),"['Robert M. Rees', 'Cairistiona F.E. Topp', 'Mathew Williams', 'Vasileios Myrgiotis']",journal-article
IsRelatedTo,Modelling historical landscape changes,2020-12-01,10.1007/s10980-020-01059-9,10.5285/b745e7b1-626c-4ccc-ac27-56582e77b900,Climate hydrology and ecology research support system meteorology dataset for Great Britain (1961-2015) [CHESS-met] v1.2,"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Finch, J.', 'Rudd, A.C.']",Environmental Information Data Centre (EIDC),"['Stephen C. L. Watson', 'Stephen C. L. Watson', 'James M. Bullock', 'Lucy E. Ridding', 'John W. Redhead', 'Clare S. Rowland', 'Adrian C. Newton']",journal-article
IsRelatedTo,Using observed river flow data to improve the hydrological functioning of the JULES land surface model (vn4.3) used for regional coupled modelling in Great Britain (UKC2),2019-02-01,10.5194/gmd-12-765-2019,10.5285/b745e7b1-626c-4ccc-ac27-56582e77b900,Climate hydrology and ecology research support system meteorology dataset for Great Britain (1961-2015) [CHESS-met] v1.2,"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Finch, J.', 'Rudd, A.C.']",Environmental Information Data Centre (EIDC),"['Alberto Martínez-de la Torre', 'Eleanor M. Blyth', 'Graham P. Weedon']",journal-article
IsRelatedTo,Ecosystem services provided by urban ponds and green spaces: a detailed study of a semi-natural site with global importance for research,2022-03-16,10.2166/bgs.2022.021,10.5285/b745e7b1-626c-4ccc-ac27-56582e77b900,Climate hydrology and ecology research support system meteorology dataset for Great Britain (1961-2015) [CHESS-met] v1.2,"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Finch, J.', 'Rudd, A.C.']",Environmental Information Data Centre (EIDC),"['Krivtsov, Vladimir', 'Forbes, Heather', 'Birkinshaw, Steve', 'Olive, Valerie', 'Chamberlain, David', 'Buckman, Jim', 'Yahr, Rebecca', 'Arthur, Scott', 'Christie, Derek', 'Monteiro, Yamina', 'Diekonigin, Cameron']",journal-article
IsRelatedTo,A Generic Approach for Live prediction of the risk of agricultural field runoff and delivery to watercourses: linking parsimonious soil-water-connectivity models with live weather data APIs in decision tools,2019-06-04,10.3389/fsufs.2019.00042,10.5285/b745e7b1-626c-4ccc-ac27-56582e77b900,Climate hydrology and ecology research support system meteorology dataset for Great Britain (1961-2015) [CHESS-met] v1.2,"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Finch, J.', 'Rudd, A.C.']",Environmental Information Data Centre (EIDC),"['Alexis Comber', 'Adrian L. Collins', 'David Haro-Monteagudo', 'David Haro-Monteagudo', 'Tim Hess', 'Yusheng Zhang', 'Andrew Smith', 'Andrew Turner']",journal-article
IsRelatedTo,CAMELS-GB: hydrometeorological time series and landscape attributes for 671 catchments in Great Britain,2020-10-12,10.5194/essd-12-2459-2020,10.5285/b745e7b1-626c-4ccc-ac27-56582e77b900,Climate hydrology and ecology research support system meteorology dataset for Great Britain (1961-2015) [CHESS-met] v1.2,"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Finch, J.', 'Rudd, A.C.']",Environmental Information Data Centre (EIDC),"['G. Coxon', 'G. Coxon', 'N. Addor', 'N. Addor', 'J. P. Bloomfield', 'J. Freer', 'J. Freer', 'J. Freer', 'M. Fry', 'J. Hannaford', 'J. Hannaford', 'N. J. K. Howden', 'N. J. K. Howden', 'R. Lane', 'M. Lewis', 'E. L. Robinson', 'T. Wagener', 'T. Wagener', 'R. Woods', 'R. Woods']",journal-article
IsRelatedTo,Strategic analysis of the drought resilience of water supply systems,2023-02-15,10.1098/rsta.2021.0292,10.5285/b745e7b1-626c-4ccc-ac27-56582e77b900,Climate hydrology and ecology research support system meteorology dataset for Great Britain (1961-2015) [CHESS-met] v1.2,"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Finch, J.', 'Rudd, A.C.']",Environmental Information Data Centre (EIDC),"['Anna Murgatroyd', 'Helen Gavin', 'Olivia Becher', 'Gemma Coxon', 'Doug Hunt', 'Emily Fallon', 'Jonny Wilson', 'Gokhan Cuceloglu', 'Jim W. Hall']",journal-article
IsRelatedTo,Determining the sources of nutrient flux to water in headwater catchments: Examining the speciation balance to inform the targeting of mitigation measures.,2019-01-01,10.1016/j.scitotenv.2018.08.190,10.5285/b745e7b1-626c-4ccc-ac27-56582e77b900,Climate hydrology and ecology research support system meteorology dataset for Great Britain (1961-2015) [CHESS-met] v1.2,"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Finch, J.', 'Rudd, A.C.']",Environmental Information Data Centre (EIDC),"['M. W. Stirling', 'Alison Carswell', 'J. I. Jones', 'R. A. Hodgkinson', 'Jim Freer', 'Charlotte E M Lloyd', 'Penny J Johnes', 'Adrian L. Collins', 'C. Richmond']",journal-article
IsRelatedTo,Emulation of high-resolution land surface models using sparse Gaussian processes with application to JULES,2022-03-08,10.5194/gmd-15-1913-2022,10.5285/b745e7b1-626c-4ccc-ac27-56582e77b900,Climate hydrology and ecology research support system meteorology dataset for Great Britain (1961-2015) [CHESS-met] v1.2,"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Finch, J.', 'Rudd, A.C.']",Environmental Information Data Centre (EIDC),"['Anna B. Harper', 'Daniel Williamson', 'Peter Challenor', 'Evan Baker']",journal-article
IsRelatedTo,Accounting for spatial autocorrelation and environment are important to derive robust bat population trends from citizen science data,2022-03-01,10.1016/j.ecolind.2022.108719,10.5285/b745e7b1-626c-4ccc-ac27-56582e77b900,Climate hydrology and ecology research support system meteorology dataset for Great Britain (1961-2015) [CHESS-met] v1.2,"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Finch, J.', 'Rudd, A.C.']",Environmental Information Data Centre (EIDC),"['Ella Browning', 'Robin Freeman', 'Katherine L. Boughey', 'Nick J.B. Isaac', 'Kate E. Jones']",journal-article
IsRelatedTo,Using machine learning improves predictions of herd-level bovine tuberculosis breakdowns in Great Britain.,2021-01-01,20.500.11820/2b5685c8-f10b-4c2f-b30b-b7f6788a286c,10.5285/b745e7b1-626c-4ccc-ac27-56582e77b900,Climate hydrology and ecology research support system meteorology dataset for Great Britain (1961-2015) [CHESS-met] v1.2,"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Finch, J.', 'Rudd, A.C.']",Environmental Information Data Centre (EIDC),"['Thibaud Porphyre', 'Thibaud Porphyre', 'Samantha Lycett', 'K. Stański', 'B.M. de C. Bronsvoort']",not a doi
IsRelatedTo,Hydrological impact of widespread afforestation in Great Britain using a large ensemble of modelled scenarios,2022-01-31,10.1038/s43247-021-00334-0,10.5285/b745e7b1-626c-4ccc-ac27-56582e77b900,Climate hydrology and ecology research support system meteorology dataset for Great Britain (1961-2015) [CHESS-met] v1.2,"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Finch, J.', 'Rudd, A.C.']",Environmental Information Data Centre (EIDC),"['Marcus Buechel', 'Louise Slater', 'Simon Dadson']",journal-article
IsRelatedTo,Climate hydrology and ecology research support system meteorology dataset for Great Britain (1961-2015) [CHESS-met],2016-01-01,10.5285/10874370-bc58-4d23-a118-ea07df8a07f2,10.5285/b745e7b1-626c-4ccc-ac27-56582e77b900,Climate hydrology and ecology research support system meteorology dataset for Great Britain (1961-2015) [CHESS-met] v1.2,"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Finch, J.', 'Rudd, A.C.']",Environmental Information Data Centre (EIDC),"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Finch, J.', 'Rudd, A.C.']",dataset
IsRelatedTo,Combining Process Modelling and LAI Observations to Diagnose Winter Wheat Nitrogen Status and Forecast Yield,2021-02-10,10.3390/agronomy11020314,10.5285/b745e7b1-626c-4ccc-ac27-56582e77b900,Climate hydrology and ecology research support system meteorology dataset for Great Britain (1961-2015) [CHESS-met] v1.2,"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Finch, J.', 'Rudd, A.C.']",Environmental Information Data Centre (EIDC),"['Andrew Revill', 'Stephen P. Hoad', 'Mathew Williams', 'Robert M. Rees', 'Vasileios Myrgiotis', 'Anna Florence', 'Alasdair MacArthur']",journal-article
IsRelatedTo,Climate hydrology and ecology research support system meteorology dataset for Great Britain (1961-2017) [CHESS-met],2020-01-01,10.5285/2ab15bf0-ad08-415c-ba64-831168be7293,10.5285/b745e7b1-626c-4ccc-ac27-56582e77b900,Climate hydrology and ecology research support system meteorology dataset for Great Britain (1961-2015) [CHESS-met] v1.2,"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Finch, J.', 'Rudd, A.C.']",Environmental Information Data Centre (EIDC),"['Robinson, E.L.', 'Blyth, E.M.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Rudd, A.C.']",dataset
IsRelatedTo,Historical gridded reconstruction of potential evapotranspiration for the UK,2018-02-06,10.5194/essd-2017-137,10.5285/b745e7b1-626c-4ccc-ac27-56582e77b900,Climate hydrology and ecology research support system meteorology dataset for Great Britain (1961-2015) [CHESS-met] v1.2,"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Finch, J.', 'Rudd, A.C.']",Environmental Information Data Centre (EIDC),"['M. Tanguy', 'C. Prudhomme', 'C. Prudhomme', 'C. Prudhomme', 'K. Smith', 'J. Hannaford']",posted-content
IsRelatedTo,Estimating the soil N 2 O emission intensity of croplands in northwest Europe,2019-04-18,10.5194/bg-16-1641-2019,10.5285/b745e7b1-626c-4ccc-ac27-56582e77b900,Climate hydrology and ecology research support system meteorology dataset for Great Britain (1961-2015) [CHESS-met] v1.2,"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Finch, J.', 'Rudd, A.C.']",Environmental Information Data Centre (EIDC),"['Robert M. Rees', 'Cairistiona F.E. Topp', 'Mathew Williams', 'Vasileios Myrgiotis']",journal-article
IsRelatedTo,Effects of future agricultural change scenarios on beneficial insects.,2020-07-01,10.1016/j.jenvman.2020.110550,10.5285/b745e7b1-626c-4ccc-ac27-56582e77b900,Climate hydrology and ecology research support system meteorology dataset for Great Britain (1961-2015) [CHESS-met] v1.2,"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Finch, J.', 'Rudd, A.C.']",Environmental Information Data Centre (EIDC),"['John W. Redhead', 'John W. Redhead', 'Gary D. Powney', 'Ben A. Woodcock', 'Richard F. Pywell']",journal-article
IsRelatedTo,"Multi-tier archetypes to characterise British landscapes, farmland and farming practices",2022-08-18,10.1088/1748-9326/ac810e,10.5285/b745e7b1-626c-4ccc-ac27-56582e77b900,Climate hydrology and ecology research support system meteorology dataset for Great Britain (1961-2015) [CHESS-met] v1.2,"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Finch, J.', 'Rudd, A.C.']",Environmental Information Data Centre (EIDC),"['Cecily E D Goodwin', 'Luca Bütikofer', 'Jack H Hatfield', 'Paul M Evans', 'James M Bullock', 'Jonathan Storkey', 'Andrew Mead', 'Goetz M Richter', 'Peter A Henrys', 'Richard F Pywell', 'John W Redhead']",journal-article
IsRelatedTo,"Evaluation of combined sewer overflow impacts on short-term pharmaceutical and illicit drug occurrence in a heavily urbanised tidal river catchment (London, UK)",2019-03-01,10.1016/j.scitotenv.2018.12.108,10.5285/5dc179dc-f692-49ba-9326-a6893a503f6e,Gridded estimates of daily and monthly areal rainfall for the United Kingdom (1890-2012) [CEH-GEAR],"['Tanguy, M.', 'Dixon, H.', 'Prosdocimi, I.', 'Morris, D.G.', 'Keller, V.D.J.']",Environmental Information Data Centre (EIDC),[],journal-article
IsRelatedTo,Productivity in a dominant herbaceous species is largely unrelated to soil macronutrient stocks.,2016-12-01,10.1016/j.scitotenv.2016.03.066,10.5285/5dc179dc-f692-49ba-9326-a6893a503f6e,Gridded estimates of daily and monthly areal rainfall for the United Kingdom (1890-2012) [CEH-GEAR],"['Tanguy, M.', 'Dixon, H.', 'Prosdocimi, I.', 'Morris, D.G.', 'Keller, V.D.J.']",Environmental Information Data Centre (EIDC),"['Alan J. Lawlor', 'Edward Tipping', 'M. Patel', 'S.A. Thacker', 'Edwin C. Rowe', 'Hannah Toberman', 'Jessica Adams']",journal-article
IsRelatedTo,Benchmarking data-driven rainfall–runoff models in Great Britain: a comparison of long short-term memory (LSTM)-based models with four lumped conceptual models,2021-10-21,10.5194/hess-25-5517-2021,10.5285/5dc179dc-f692-49ba-9326-a6893a503f6e,Gridded estimates of daily and monthly areal rainfall for the United Kingdom (1890-2012) [CEH-GEAR],"['Tanguy, M.', 'Dixon, H.', 'Prosdocimi, I.', 'Morris, D.G.', 'Keller, V.D.J.']",Environmental Information Data Centre (EIDC),"['T. Lees', 'M. Buechel', 'B. Anderson', 'L. Slater', 'S. Reece', 'G. Coxon', 'S. J. Dadson', 'S. J. Dadson']",journal-article
IsRelatedTo,"Development of a system for automated setup of a physically-based, spatially-distributed hydrological model for catchments in Great Britain",2018-10-01,10.1016/j.envsoft.2018.07.006,10.5285/5dc179dc-f692-49ba-9326-a6893a503f6e,Gridded estimates of daily and monthly areal rainfall for the United Kingdom (1890-2012) [CEH-GEAR],"['Tanguy, M.', 'Dixon, H.', 'Prosdocimi, I.', 'Morris, D.G.', 'Keller, V.D.J.']",Environmental Information Data Centre (EIDC),[],journal-article
IsRelatedTo,Demonstrating the utility of a drought termination framework: prospects for groundwater level recovery in England and Wales in 2018 or beyond,2018-06-01,10.1088/1748-9326/aac78c,10.5285/5dc179dc-f692-49ba-9326-a6893a503f6e,Gridded estimates of daily and monthly areal rainfall for the United Kingdom (1890-2012) [CEH-GEAR],"['Tanguy, M.', 'Dixon, H.', 'Prosdocimi, I.', 'Morris, D.G.', 'Keller, V.D.J.']",Environmental Information Data Centre (EIDC),"['Simon Parry', 'Andrew McKenzie', 'Paul J. Wood', 'Christel Prudhomme', 'Christel Prudhomme', 'Robert L. Wilby']",journal-article
IsRelatedTo,"A suitability model for viticulture in England and Wales: opportunities for investment, sector growth and increased climate resilience",2018-01-01,10.1080/1747423x.2018.1537312,10.5285/5dc179dc-f692-49ba-9326-a6893a503f6e,Gridded estimates of daily and monthly areal rainfall for the United Kingdom (1890-2012) [CEH-GEAR],"['Tanguy, M.', 'Dixon, H.', 'Prosdocimi, I.', 'Morris, D.G.', 'Keller, V.D.J.']",Environmental Information Data Centre (EIDC),"['Andrew Nesbitt', 'Andrew A. Lovett', 'Stephen Dorling']",journal-article
IsRelatedTo,Estimation of spatially distributed groundwater potential recharge for the United Kingdom,2018-02-19,10.1144/qjegh2017-051,10.5285/5dc179dc-f692-49ba-9326-a6893a503f6e,Gridded estimates of daily and monthly areal rainfall for the United Kingdom (1890-2012) [CEH-GEAR],"['Tanguy, M.', 'Dixon, H.', 'Prosdocimi, I.', 'Morris, D.G.', 'Keller, V.D.J.']",Environmental Information Data Centre (EIDC),"['Majdi Mansour', 'Andrew Hughes', 'Lei Wang', 'Mark Whiteman']",journal-article
IsRelatedTo,National scale evaluation of the InVEST nutrient retention model in the United Kingdom.,2018-01-01,10.1016/j.scitotenv.2017.08.092,10.5285/5dc179dc-f692-49ba-9326-a6893a503f6e,Gridded estimates of daily and monthly areal rainfall for the United Kingdom (1890-2012) [CEH-GEAR],"['Tanguy, M.', 'Dixon, H.', 'Prosdocimi, I.', 'Morris, D.G.', 'Keller, V.D.J.']",Environmental Information Data Centre (EIDC),"['John W. Redhead', 'Richard Sharp', 'Linda May', 'Perrine Hamel', 'James M. Bullock', 'Tom H. Oliver']",journal-article
IsRelatedTo,Benchmarking the predictive capability of hydrological models for river flow and flood peak predictions across over 1000 catchments in Great Britain,2019-09-30,1983/01cf1647-8606-496a-a257-aa1f6cce0bdd,10.5285/5dc179dc-f692-49ba-9326-a6893a503f6e,Gridded estimates of daily and monthly areal rainfall for the United Kingdom (1890-2012) [CEH-GEAR],"['Tanguy, M.', 'Dixon, H.', 'Prosdocimi, I.', 'Morris, D.G.', 'Keller, V.D.J.']",Environmental Information Data Centre (EIDC),"['R. A. Lane', 'G. Coxon', 'J. E. Freer', 'J. E. Freer', 'T. Wagener', 'T. Wagener', 'P. J. Johnes', 'P. J. Johnes', 'J. P. Bloomfield', 'S. Greene', 'C. J. A. Macleod', 'S. M. Reaney']",not a doi
IsRelatedTo,Using variograms to detect and attribute hydrological change,2015-05-01,10.5194/hessd-11-11763-2014,10.5285/5dc179dc-f692-49ba-9326-a6893a503f6e,Gridded estimates of daily and monthly areal rainfall for the United Kingdom (1890-2012) [CEH-GEAR],"['Tanguy, M.', 'Dixon, H.', 'Prosdocimi, I.', 'Morris, D.G.', 'Keller, V.D.J.']",Environmental Information Data Centre (EIDC),"['Tim Hess', 'Christel Prudhomme', 'Ian P. Holman', 'Andrew Chiverton', 'Andrew Chiverton', 'Ronald Corstanje', 'John P. Bloomfield', 'Jamie Hannaford']",posted-content
IsRelatedTo,A case study of possible future summer convective precipitation over the UK and Europe from a regional climate projection,2017-11-07,10.1002/joc.5336,10.5285/5dc179dc-f692-49ba-9326-a6893a503f6e,Gridded estimates of daily and monthly areal rainfall for the United Kingdom (1890-2012) [CEH-GEAR],"['Tanguy, M.', 'Dixon, H.', 'Prosdocimi, I.', 'Morris, D.G.', 'Keller, V.D.J.']",Environmental Information Data Centre (EIDC),[],journal-article
